,Title,Text,Source
16,You Create Bad Karma When You Are Angry,"According to legend, one man was so upset with the Buddha that he spat on him when he saw him. The Buddha said to Ananda that the man wanted to say something, but he was so angry that he lost control over his speech and carried out the karma of spitting on him. That same man met the Buddha the next day; he regretted his action and fell at the Buddha’s feet. The Buddha turned to Ananda and said that once again, the man had no control over his speech; he could not use language effectively, because he could not choose his words properly.



When a person is angry, his intellect is not able to select words that can constructively convey his feelings. He speaks from a place of anger. Consequently, his ‘language becomes weak’ and whatever he says carries bitterness. In such scenarios, people tend to quarrel, abuse, and try to hurt the other person. Their scattered mind spurs them to act and create broken karmic imprints, so it’s best to be patient with them. When someone is angry with you, don’t try to correct them. Also, don’t latch on to what they say, the real cause of their anger lies deep inside them.



When you feel angry, look for ways to calm yourself, for actions resulting from anger are like smoke arising from fire.



To extinguish fire, you have to throw water on it, and not on the smoke that arises from it. Often, when someone is angry, those around him work towards containing the impact of his harsh words. Hence, the problem stays unresolved. To resolve the problem, focus on its root cause. So it’s a good idea to not only calm an angry person but also to address the cause of his anger.As spiritual practitioners, our sadhana is to work towards not getting angry as anger destroys peace, focus, patience and jnana. The Bhagwad Gita says that anger creates ignorance, which in turn, leads to smriti bhram, confusion, and eventual loss of jnana. When a person loses jnana, his fall is imminent; he stoops to a lower level of existence. ■",https://timesofindia.indiatimes.com
17,SACRED SYMBOLS,"

SADHVI KAMAL VAISHNAV writes of the significance of the conch, chakra, padma and mace depicted in the murtis of Vishnu, the preserver



Sanatana Dharma means eternal, that which has neither beginning nor an end. Deity invocation is an integral part of Sanatana Dharma. Followers of Sanatana Dharma form a personal connection with God through the deity worship. The deities, in the form of paintings, sculptures and other media, are symbols of a devotee’s faith in divinity. By giving forms to the formless Divine Consciousness, we tend to create an emotional bond with the divine force that invariably emits positive energy.



There are 33 categories of deities who are believed to keep the wheels of the world rolling, a wide variety of powerful beings who come to the aid of humankind, as and when they are invoked.



Brahma creates the universe and Vishnu preserves and manages it. Murtis of Vishnu depict him with four arms, holding a conch, Sudarshan Chakra, padma and mace, one in each hand.



Conch: The conch signifies naad, the cosmic sound. The sound that emanates from the conch is considered to be similar to that of Aum. It is believed to transmit positive energy and destroy negative energy.



It is also suggested that our bodies too have such a sound, the self-sound, that can also be called the voice of the soul. This sound resonates within before we commit an action — good or bad karma. If we listen to this sound within and then carry out all activities, our lives will become truthful, meaningful, easy and simple. The conch shell symbolises the deep connection of prana shakti, life force, with the innate sound of the soul. It reminds us to remain connected with the soul and introspect and then act in the outer world. Experts have proved that blowing the conch has scientifically-backed therapeutic benefits. For example, the lungs of a conch-blower remain strong and efficient. Such a person enjoys enduring memory and hearing power.The Sudarshan Chakra is the unique weapon of Vishnu. It is a symbol of foresight and determination. A determined person walking on the righteous path is always victorious in achieving his goals.The chakra also symbolises the never-ending cycle of karma that is ceaseless. It teaches all beings to be aware of this cycle of karma. They must strive to be determined and to be watchful of all their actions.The lotus flower is a symbol of truth, concentration, and detachment.Just as the lotus keeps itself clean and floats above the mud, all living beings too should stay afloat despite the swamps of maya, often referred to as materialism, which, in fact, is a world of illusions. Like the lotus flower, we too should keep ourselves detached from materialism and be honest with others. This means that we should not be engrossed in the illusory world and not let the hunger for ill-gotten maya reside in us.In simpler terms, the lotus flower teaches us to dissociate ourselves from attachment to the impermanent world and connect with the Divine Consciousness within — our Atman, Soul. Just like mud is required to fulfil the physical sustenance of the lotus, similarly worldly substances or materials are needed only to support the physical existence of human beings. These should not overwhelm our connection with the divine force.: It is a symbol of the eternal power of God. According to our good or bad deeds, evil doers are penalised, thereby establishing the divine system of justice.The symbols of conch, chakra, padma and mace inherently expound the significance of karma in connecting the human soul with the divine force that is all-pervasive and omnipotent. ■",https://timesofindia.indiatimes.com
18,Fill Your Emptiness,"

People are doing that all the time — just imitating others. And they are always in trouble, because they cannot do this and they cannot do that. They feel inferior. The whole world suffers from an inferiority complex in some way or other, for the simple reason that we go on comparing.



In fact, everyone is so unique that all comparison is utterly wrong. You don’t know your uniqueness. You have never encountered yourself. You have never looked in that direction at all. You are bound to feel inferior. Even the people you call very great, all feel inferior in some way or other, maybe in different ways. He may not be as beautiful as someone else, as healthy as someone else, such a great musician as someone else.



Life consists of millions of things, and if you are constantly comparing… that’s what you have been told to do. You have been brought up and educated in such a way that you are constantly comparing. Someone or other is taller than you, more beautiful, more intelligent, more virtuous, religious, meditative. And you are always in a state of inferiority, suffering.



You Are Unique

Look within and you will experience great uniqueness.



All inferiority disappears, evaporates; it was created by you and by wrong education, by a subtle strategy of comparison. Once you know your uniqueness you are joyous, and then there is no need to follow anyone. Learn from everyone.You can learn from everyone, not only from man but from animals, from trees, clouds, rivers. But there is no question of imitating. You can’t become a river, but you can learn some river-like quality: the flow, the let-go. You can learn something from a rose flower... so delicate yet so strong in the wind, rain, and sun. By evening it will be gone, but it has no care about it; it is joyous in the moment. You can learn from the rose how to live in the moment. Right now the rose is dancing in the wind, in the rain, unafraid, unconcerned for the future. By evening the petals will wither away, but who bothers about the evening? This moment is all, and this dance is all there is.Learn something from the bird on the wing. Learn the courage — to go into the unbounded. Learn from all sources, but don’t imitate. And that is possible only if you have found the right space to begin with — and that is acquaintance with yourself…. You feel empty and go on making all kinds of effort to fill that emptiness. It cannot be filled. Experience it and you will be surprised; emptiness looks empty only from the outside. When you go inside it, it is a fullness of its own kind. It is vast, infinite. It has tremendous beauty of silence, purity. And you will not look at it as emptiness in a negative sense; you will start feeling a positive well-being in it. It is spaciousness and roominess, not emptiness.That’s the message of Zen: to experience your emptiness so totally that the emptiness itself becomes fullness.



Abridged from Zen:The Transmission Of Lamp, Osho Times International, courtesy: Osho International Foundation, www.osho.com ■",https://timesofindia.indiatimes.com
19,Learning About Belief Is The End Of Belief,"



Questioner: Is there a god? If there isn't, life has no meaning. Not knowing god, man has invented him in a thousand beliefs and images. All emphasized belief. ""Believe and then you will know; without belief you can never know."" What do you think?

Krishnamurti: Is belief necessary to find out? To learn is far more important than to know. Learning about belief is the end of belief. When the mind is free of belief then it can look. It is belief, or disbelief, that binds; for disbelief and belief are the same: the opposite sides of the same coin. So we can completely put aside positive or negative belief; the believer and the non-believer are the same. When this actually takes place then the question, ""Is there a god?"" has quite a different meaning. The word god with all its tradition, its memory, its intellectual and sentimental connotations - all this is not god. The word is not the real. So can the mind be free of the word?



Questioner: I don't know what that means.

Krishnamurti: The word is the tradition, the hope, the desire to find the absolute, the striving after the ultimate; it’s the movement which gives vitality to existence.



So the word itself becomes the ultimate, yet we can see that the word is not the thing. The mind is the word, and the word is thought.



Questioner: And you're asking me to strip myself of the word? How can i do that? The word is the past; it is memory. The wife is the word, and the house is the word. In the beginning was the word. Also the word is the means of communication, identification. Your name is not you, and yet without your name I can't ask about you. And you're asking me if the mind can be free of the word -- that is, can the mind be free of its own activity?

Krishnamurti: In the case of the tree, the object is before our eyes, and the word refers to the tree by universal agreement. Now with the word ‘god’ there is nothing to which it refers, so each man can create his own image of that for which there is no reference. The theologian does it in one way, the intellectual in another, and the believer and the non-believer in their own different ways. Hope generates this belief, and then seeking. This hope is the outcome of despair - the despair of all we see around us in the world. From despair hope is born, they also are two sides of the same coin. When there is no hope there is hell, and this fear of hell gives us the vitality of hope. Then illusion begins. So the word has led us to illusion and not to god at all. God is the illusion which we worship; and the non-believer creates the illusion of another god which he worships -- the State, or some utopia, or some book which he thinks contains all truth. So we are asking you whether you can be free of the word with its illusion.



Questioner: I must meditate on this.

Krishnamurti: If there is no illusion, what is left?



Questioner: Only what is.

Krishnamurti: The ""what is"" is the most holy.



Abridged excerpt from jkrishnamurti.org, Courtesy: KFI",https://timesofindia.indiatimes.com
20,Shoulder Pain: Why it Hurts & When to Worry (Bursitis & Beyond),"The shoulder is the most mobile joint in the body. Because of its extensive range of motion, it’s susceptible to injury and pain. The shoulder can hurt after it has been injured or for no apparent reason. And though most shoulder problems are relatively short-lived, the pain is sometimes indicative of a more complex issue. Here’s a guide to what might be wrong and whether or not it’s a cause for concern.

No Worries:

Slight pain with elevation and when playing overhead sports is common. The four tendons that make up the rotator cuff and the biceps tendon (the combined musculature that drives the shoulder motions) can be inflamed by activities such as throwing, shooting basketballs, and lifting weights overhead. The tendons are covered by a thin layer called a bursa, which swells when irritated. The resulting bursitis is filled with inflammatory components that irritate the nerve fibers, sending pain signals to the brain. Eliminating overhead activities and the occasional use of anti-inflammatories usually cures mild bursitis or tendonitis and solves the problem.

Exercises to strengthen posture are also commonly used by our physical therapists to fix mild shoulder irritations. Slumping at your desk, reaching for your mouse, hunching over your keyboard, can all put extra strain on the shoulder, neck, or back, and may be the cause of your shoulder pain.

What To Do:

Specific shoulder exercises start with posture correction. Stand with your shoulders at or behind your hips with your belly button tucked in and notice the difference. By squeezing your shoulder blades together repetitively during the day, with your stomach in and head up, you can correct your posture and relieve mild impingement pain. Perform all exercises for the shoulder with your hands below the level of the shoulder, then use free weights and resistance cords for internal and external strengthening exercises, including biceps curls and triceps pushes.

More Worry:

Pain that does not go away or pain that occurs with every activity indicates that the key tissues are irritated enough that they are sending pain signals even without motion. This degree of inflammation precedes more structural injuries—such as tears of the tissue or early arthritis. Treated early, full rotator cuff tears and eventual arthritis can be prevented. The treatments are often injections of growth factors from platelets, amniotic fluid, and lubrication with hyaluronic acid. Physical therapy focuses on shoulder mechanics, muscle strengthening, and sport-specific training to help fix the activity that might be causing the injury. Often we see throwers with slight errors in their throwing mechanics or golfers with swing abnormalities that bring on the problems. Correction of the throw or swing fixes the pain.

We avoid injections of cortisone, as there is clear evidence that it weakens the tissues of the shoulder if used too frequently. Pain can also be generated by shoulder instability, where the shoulder is moving abnormally across the face of the glenoid. While this can be genetic in origin, it is most commonly due to an injury to the labrum or gasket of the joint.

What To Do:

Persistent pain requires a full examination, X-rays, and an MRI. While an ultrasound exam can also add information, nothing gives a more complete picture than an exam with X-ray and MRI imaging. Once a definitive diagnosis is made, targeted therapy can begin. It is sad for us to see small injuries extend into more massive ones due to the lack of an accurate diagnosis. For inflammations and even small tears, injections of biologic therapies, combined with shoulder specific exercises, may be curative. For tears of the labrum and the rotator cuff, a careful decision must be made to select which should be repaired and how the repair is performed.

Real Worry:

Pain at night or pain not improving with therapy after four weeks are red flags. Pain radiating down the arm or up to the neck or to the back is also worrisome, and may indicate injuries not just of the shoulder but sometimes of the neck. It can originate in the discs in the neck or in the nerves at the front of the shoulder called the brachial plexus. These injuries need to be worked up with careful physical exams, X-rays, and MRIs. Instability of the shoulder, with the shoulder popping in or out of the joint, is another area best treated with early repair of the torn ligaments.

A full tear of the rotator cuff will often present with night pain since when you roll over, you push the arm up into the socket through the rotator cuff tear. Torn rotator cuffs fall into two major groups: acute tears and degenerative ones. Acute tears in healthy tissue, when small, may be cured with injections and time. Larger ones, however, are almost always surgically repaired. Degenerative tears that have been present for a long time—and are often associated with some degree of arthritis—fall into a more nuanced decision tree. Some should clearly be repaired. In others, though, the failure rate of repair is high enough that non-operative treatment is the best course. After repair, the patient needs to be ready for a painful three-month rehabilitation course, with full recovery obtained after a year of exercises.

What To Do:

Diagnose and treat early. Fortunately, most of the torn tissue problems in the shoulder can be repaired under a local block with an arthroscope as an outpatient procedure. Only the most severe arthritis cases require bionic (artificial) replacement. Biologic treatments using anabolic stimulation of the tissues with injections, exercise, physical therapy, and activity coaching are becoming more effective, more targeted, and more widespread. The key is to treat them early before full tearing of tissues leads to disability.

Article originally published June 25, 2015. Updated & republished September 20, 2020 by Kevin R. Stone, MD with scientific and content updates.",https://timesofindia.indiatimes.com
21,Obsessions need not morph into compulsions,"Eastern Ladhak stand-off, India-China

Such has been the destiny of India in a span of 70 years, despite the foundation of a detailed, well studied, amalgamated Constitution, much of our energies were utilized in countering “obsessionists”, even “compulsives” on our western and northern borders.

Pakistan is a slightly different story, with the seeds of politically motivated hatred sown at the time of Partition, and later watered by big political players, leading to full- fledged wars in ’65, ’71, Kargil, and daily terrorist intrusions. I would call it a nations obsession, with compulsive actions, that lead to no good, and may inflict economic and diplomatic strictures even on a worldwide scale.

We understand the short- term immaturity, to raise a threatening spectre of their non-violent secular neighbour as a permanent monster to hold on to temporary power. Whenever required, India has responded fittingly. What else can one do? Keeping direct aggression as the last option.

Besides, in a forced pseudo democratic set-up, regionally diverse, politically controlled by the army since inception, nuclear armed without the requisite pre-conditions of absolute and no-use clauses, this becomes a threat to the parent country (with so many militant outfits), and the rest of the world. Kim Jong of South Korea, the only other who so blatantly proclaimed nuclear prowess, finally has realized the wisdom, quoting from the media. Big Boy Trump, as he hilariously said, finally pressed the “bigger” button!

Some of these deviations from peace need to be tackled in the forthcoming UN session.

Any mention of nuclear threat or propaganda by any nation, should be construed as culpable to the act, with the passage of whatever be a reasonable stricture. The UN needs to add muscle to its stature.

Regarding the obsessions of China, their drive for production trading, profiteering is well understood, but the sequence of ’62, Doklam, Nathu La, now Ladakh defy any tangible regional, tactical, trade or global positioning. Consider a lot has changed, and the cat seems to be scraping out of the bag!

The answer of an altered Chinese behaviour is in a long tortuous past. China is heir to the expansionist Qing Empire, and a revisionist power. The traits of expansionism were inherited. Aksai Chin was its perennial obsession. The British made the MC Mahon Line, and Nehru, said that is that.

However, the ‘62 war came about because, while the US was busy with Cuban Communism, China made out posts on Mc Mahon line—PM Nehru, attaching less gravity to it, than what Patel repeatedly pointed out, in what he enacted as “forward move” However, this is an internal matter. India did not do well enough.

To an extent, Tibet has been a side pivot for aggression on both sides. Tibetan philosophy has been close to its origins in India, its concept of “Nirvana”, and austerity. When China occupied Tibet, there was an understanding with India, that it would be made autonomous soon. That tuned out to be a lie.

Re-iterating the expansionist wrath of China, the Doklam episode was an act to punish India for not attending the BRI Summit earlier in 2019. Such tactics are noted globally, spreading a sense of aversion in trading counties. The wise Mr. Xi heads all departments in his country, so there is always fear of inner dissent. There is more spending in internal security than is spent for warfare.

Its beyond diplomatic understanding that a leader of Mr Xi’s stature and experience who has had eighteen meetings with PM Modi is still dilly dallying. The Indian PM has been to China five times. Yet obsessions are taking the shape of “compulsions”.

God forbid, even if that be so, the Indian combat soldier, artillery, is new even renovated for back -up. Plans are drawn, in case of the abhorrible event for mankind, entirely on one man’s whims, who in a Godless country is the GOD take shape.

Tactically, in Ladhak we enjoy a higher ground altitude. Our air power is decidedly superior, and the Indian soldier is more seasoned, and war baked.

What our neighbour should understand, is that India just commissioned the world’s highest airfield at Daulat Bed Oldi.

There is also a 255 kms road that gives India a far better access to LAC.

Just to state briefly, the position is still better at sea. If this be the indecent behaviour of our neighbour, Indian presence is a boat’s row to the Strait of Malacca, from where China draws its energy resources.

But what changes the direction of trade winds, is the recent resurgence of Israel with UAE, Bahrain, Syria, Jordan and Egypt recognizing it. That is a lot of territory and people for business. Would that effect China? There can be more trade and innovations without Belts.

Indian trade deficit with China stands at $ 56 bn. With different sourcing, indigenous manufacture, exports, this amount is 16% of China’s revenues! Who is the loser? India was ready to trade on a status quo basis.

Mr Xi is a world class leader in global trade and manufacture. Muscle flexing comes as an attached instinct after affluence, often fanned by a revival of uncontrollable desires to settle old scores. It seems it is Nature’s trick of making the mind infirm, when it imparts so much of power. Adolf Hitler, Napoleon marching into Russia, Saddam’s invasion of Kuwait, Stalin’s division of Berlin. Thankfully we now have 9 Dan Mr Putin, negotiable, friendly popular! Incidentally both Mr Modi’s Yoga, and Kung-fu are arts developed for and by a focused mind!

Expecting some hand-mind cleansing and social distancing, this UN Session!

“Deewron -dar pey naksh banaaney sey kya mila,

Likh-likh key mera naam mitaney sey kya mila?”

(What did you get by drawing maps and sketches on walls and doors

What did you get by repeatedly writing my name and rubbing it of)? Mehdi Hasan Khan",https://timesofindia.indiatimes.com
22,Need to check fake news business,"Undoubtedly, social media has given a run for the money to the traditional media and destroyed the reputation of many journalists who could in their hey days get away easily manipulating or hiding the truth to help one or the other political party. The social media has also given an avenue to billions to express themselves, exchange views and learn from each others experiences. It has surely dented the ability of some mischievous journalists who thought that they could manipulate the perception of the people.

Notwithstanding the above, social media has also led to a problem of fake news and misinformation which in my opinion is now fast reaching dangerous proportions and if it is not checked now, it can someday create mayhem in the society.

People unabashedly are circulating Fake data to tarnish the image of Government, circulating photo shopped pictures of political rivals, great personalities to vilify their characters, spreading fake messages to whip up communal sentiments- instigate riots and violence, , create panic amongst masses like the one we witnessed during lockdown at Bandra railway station and Anand Vihar Bus station. There are numerous examples one can give ;

One. Muzzafarnagar riots of 2013: fake video fuelled communal passions.

Two. Pic showing Gandhiji pleading Nathuram Not to shoot.

Three. Pic showing Nehruji dancing with a damsel.

Four. A pic showing an old couple tied to a tree by the owners of Private company who are grabbing the land of this poor couple ; to prove How Mr Modi’s policies are helping the corporate.

Five. A picture of a bleeding army officer injured at Jantarmantar, during OROP agitation due to Police action.

New York Times defined Fake News as “a made-up story with an intention to deceive readers”. These are stories or hoaxes with an aim to deliberately misinform, influence people’s views, push a political agenda , cause confusion or tarnish the image of leading businessmen/ entrepreneurs, personalities and leaders. These can often be a profitable business for online publishers. The Fake news stories can deceive people by looking like trusted websites or using similar names and web addresses to reputable news organizations.

Besides the above, they can also be used by the enemies/ nations inimical to our interests to carry out Psychological warfare. Psychological warfare is the planned use of propaganda to mislead, intimidate, demoralize, or otherwise influence the thinking or behavior of an enemy. In a democratic society like ours where we have a wide network of various lobbies, it provides enemy a great opportunity to misuse, spread misinformation , manipulate news and create confusion in the society or tarnish the image of the leader and its armed forces.

Traditionally we received news from trusted sources; be it print or electronic through journalists and media outlets and barring a few exceptions, they normally follow some codes of practice. However, the internet has enabled a whole new method to publish and share information/ news with very little regulation or editorial standards.

Fake news is no longer a rare or isolated phenomenon, but it now appears to be organized and shrewdly disseminated to a target population. It is believed that the high possibility of these organized bodies coming into existence with the help of political influence. Every political party now has media cell where they have hundreds of IT experts doing this job of spreading misinformation and mistrust just for the sake of electoral prospects.

They abuse, trawl and threaten those who oppose their misinformation campaign and in the bargain they are destroying the social fabric of the society, destroying the institutions, damaging the reputation of honest and hardworking people, vilifying the character of leading personalities of the country.

Through this article I beg the PM and all concerned Officials to frame a suitable legislation so as to put an end to this Fake News business before as a Nation and society we may incur a heavy loss.

Yes, the legislation must be so carefully drafted that it does not impinge or take away the Freedom of expression and our ability to exchange views as being gifted by internet.",https://timesofindia.indiatimes.com
23,StoriesOfHope,"𝙋𝙚𝙧𝙨𝙤𝙣𝙖𝙡 𝙆𝙥𝙤𝙥 𝙊𝙣𝙚𝙨𝙝𝙤𝙩𝙨

Comment your name, your bias (the idol you want to be with in the oneshot), and I'll write a brand new oneshot, featuring you and your bias! (A little note: this is comp...",https://timesofindia.indiatimes.com
24,A Sliver of Hope #StoriesofHope,"Zen from the Future

it's been a week and four days since elizabeth has met zen from the future. well, for her, at least. I'm sure he hasn't even been gone for more than two seconds from 20...",https://timesofindia.indiatimes.com
25,THE LAST HOPE,"A Detour Through The Woods

That was a long day indeed! So take off your hoods. Sit back, relax and tap ""read"" I shall take you on a detour through the woods. A bevy of poems and stories Shall you...",https://timesofindia.indiatimes.com
26,The Last Drop Of Water- Stories of Hope,"Lucky Or Not | Kim Namjoon | BTS Fanfiction

An ordinary A.R.M.Y's day dream becomes reality as her fanfiction comes to life. She sees an opportunity to become Y/N. But she has to face the consequences. How will sh...",https://timesofindia.indiatimes.com
27,"Bollywood News, Latest Bollywood Gossip, Actresses, Actors, Movies, Films India",Did you know Ajay Devgn was not the first choice to play the...,http://photogallery.indiatimes.com
28,"Telugu Cinema News (తెలుగు సినిమా న్యూస్): Tollywood News, Movies, Celebrities, Actresses, Actors, Films, Songs, Videos",Did you know Ajay Devgn was not the first choice to play the...,http://photogallery.indiatimes.com
29,"Tamil Cinema News: Kollywood News, Movies, Celebrities, Actresses, Actors, Films, Songs, Videos","Are you a movie buff, who read some latest and genuine stories about Tamil cinema daily without fail, here is a one-stop to read about the latest happenings in Kollywood. We bring you the latest news, the latest pictures of stars, hot buzz, hot events, information about new releases, and some interesting facts that are happening in Tamil cinema. You can also catch up on the latest announcements...

Are you a movie buff, who read some latest and genuine stories about Tamil cinema daily without fail, here is a one-stop to read about the latest happenings in Kollywood. We bring you the latest news, the latest pictures of stars, hot buzz, hot events, information about new releases, and some interesting facts that are happening in Tamil cinema. You can also catch up on the latest announcements to some untold secrets that keep you know more about Kollywood.",http://photogallery.indiatimes.com
30,"Mollywood News: Malayalam Cinema News, Movies, Celebrities, Actresses, Actors, Films, Songs, Videos","Are you a huge fan of Mohanlal and Mammootty? Curious about Fahadh Faasil’s next project? Do you want to know more about Parvathy Thiruvothu and her choice of movies? Desperate to learn some parenting tips from Kunchacko Boban? Want to get style inspirations from fashionistas like Saniya Iyappan? Well, then you have reached the right place. From the announcement of new movies to the updates of ...

Are you a huge fan of Mohanlal and Mammootty? Curious about Fahadh Faasil’s next project? Do you want to know more about Parvathy Thiruvothu and her choice of movies? Desperate to learn some parenting tips from Kunchacko Boban? Want to get style inspirations from fashionistas like Saniya Iyappan? Well, then you have reached the right place. From the announcement of new movies to the updates of your favourite celebrities, we cover everything that happens in Malayalam cinema.",http://photogallery.indiatimes.com
31,Best Bollywood Films 2020 - Times of India,"Best Bollywood Movies: Indian cinema in 2019 churned out its usual masala mix of romance, comedy and action films—with a dash of historical fiction and biopics. But count on them to take things up a notch in 2020. The year ahead is all set to see a long line up of high octane action flicks, along with remakes and sci-fi fantasy drama. Here we bring to you a list of the release dates and the latest trailers of best Bollywood movies of 2020 with the latest updates, ratings, cast info and more. These movies are based on critic and user ratings.",http://photogallery.indiatimes.com
32,Best Hollywood Films 2020 - Times of India,"Best Hollywood Movies: With each year, Hollywood has been growing and keeping up with the trend of going out of the box and entertaining the audience with some stellar films. The exponential growth in films produced by Hollywood seems to be unstoppable so therefore in this section, we give a list of Best Hollywood flicks which have released in 2020. Not only that but this section will also give you an insight on the box office figures of Hollywood films with relevant information like related videos and pictures from the films.",http://photogallery.indiatimes.com
33,Best Tamil Films 2020 - Times of India,"Best Tamil Movies: With plenty of Tamil films releasing every Friday there is a lot of entertainment all year round. And here’s a list of the best films of 2020, with all their details. From exclusive news to latest updates, reviews, cast details and what not – all under one page. This list will be updated with newer releases and you can continue to enjoy all the right information at the right time. Best Tamil Movies section is updated with newer releases through the year and their rating is based on critics-user reviews.",http://photogallery.indiatimes.com
34,Best Telugu Films 2020 - Times of India,"Best Telugu Movies: Telugu cinema is only next to Bollywood when it comes to massive budgets and high number of film releases every year. With a pipeline of crazy projects gearing up the hit the theaters in 2020, keep a tab on your favourite Tollywood movies by checking out their cast, technical crew, genre, budget, shooting updates, synopsis, leaked pics, release dates, songs, teasers, trailers, promos, interviews, reviews, social media reactions, box-office collections, and much more. Along with an exclusive calendar with updated release dates of all the Best Telugu Movies of 2020, this section is your one stop destination for the best Telugu movies that have hit the screens in 2020.",http://photogallery.indiatimes.com
35,Best Malayalam Films 2020 - Times of India,"Best Malayalam Movies: With content-driven cinema and novel techniques, Mollywood is reaching new heights every year. From representing Indian cinema on the world map to defeating language barriers - Malayalam cinema is aiming high. Want to keep an eye on the latest releases in Malayalam cinema? Well, you have come to the right place. This section will give you the list of latest Malayalam films which have released and also give expert reviews along with the audience verdict. This section will also help you with details of the cast, the box-office collection and much more. Here’s all you need to know about the best in Malayalam cinema this year.",http://photogallery.indiatimes.com
36,Best Kannada Films 2020 - Times of India,"The year 2019 saw some amazing films which entertained us thoroughly. But looks like 2020 is all set to take things a notch higher and surprise everyone. From drama to romance, thriller and what not – Kannada films have a lot to offer this year. Here we bring to you a list of the release dates, trailers, ratings, cast details and all the necessary information of the best Kannada releases of 2020. This list is based on critic and user ratings, which is updated with every new release.",http://photogallery.indiatimes.com
37,Best Marathi Films 2020 - Times of India,"Best Marathi Movies: Marathi industry film industry is growing rapidly with top-notch actors acting in the movie as well as the unique and exceptional storylines. The industry produces hundreds of films annually and if you are finding it difficult to choose from the lot, here we bring you a list of the release dates, trailers cast details and a whole lot of more information on the the best Marathi films that have released this year.",http://photogallery.indiatimes.com
38,Best Bengali Films 2020 - Times of India,"Best Bengali Movies: Bengali filmmakers are doling out some truly entertaining content in theatres. This list includes some of the best in Bengali cinema to look forward to. While some are much-anticipated ones, others have grabbed headlines for their stellar cast and unique content. Just scroll down to check our updated list of the best Bengali movies of the year. Choosing a movie to watch isn't a fraught decision if you know who to trust. This list will be consistently updated and meticulously rearranged throughout the year as new films hit the theatres.",http://photogallery.indiatimes.com
39,Simple DIY Guide To Nail The Reigning Neon Makeup Trend,"Image: InstagramThe eye-blinding neons once considered not-so-chic now reign supreme over the beauty industry, conquering one and all. Beauty fads are undoubtedly unexpected —one day we are swimming in nudes with our sidekick, the no-makeup makeup look but the next day our bubble bursts. A splash of colour is seen entering the territory with neons leading the charge and once we tried them on, it’s all the drama we ever hoped for.Since bold and unabashed is the theme of the catastrophic year of 2020, we are getting on board with it. These vivid colour palettes have slithered into our feeds with celebrities going all-out with a teddy neon graphic liner. On the other hand, another A-lister is caught blending neutrals and subtle neons for an anti-monochromatic look. Honestly, we can’t wait to get behind this trend and if you’re one of us, give us the honour to be your neon makeup guide with these two versatile looks.",https://timesofindia.indiatimes.com/us
40,6 Ways To Use Your Food Processor To Cook Yummy Meals,"Image: 123RFIf you think your food processor is just for helping you with chopping vegetables for meals or kneading roti dough, think again! There’s so much you can do with this appliance, be it making pasta dough or grinding idli and dosa batter. Read on for some exciting ways for using a food processor.",https://timesofindia.indiatimes.com/us
41,"Politics News: LIVE Politics News from India, Latest Politics and Nation News Headlines","Opposition conduct against Rajya Sabha Deputy Chairman “sad, unfortunate”: Govt The NDA government fielded Defence Minister Rajnath Singh, Information and Broadcasting Minister Prakash Javadekar, Commerce Minister Piyush Goyal, Parliamentary Affairs Minister Pralhad Joshi and Minority Affairs Minister Mukhtar Abbas Naqvi to counter the Opposition onslaught.

Only three non-NDA parties backed farm bills in Rajya Sabha debate NDA still does not have a majority in the 244 member Rajya Sabha and has to bank on parties like BJD, TRS, AIADMK and even BSP, along with smaller parties, to muster the support for crucial Bills. These parties expressed their opposition to the Bill which was passed without division despite the Opposition demanding it.

Opposition members' conduct in Rajya Sabha 'shameful': Rajnath Singh Lauding Harivansh as a man of values, he said the ""misconduct"" of opposition members towards him was unprecedented.

Tamil Nadu's COVID-19 deaths pass 8,800 mark after 60 people succumbed to the infection This takes the total tally of cases to 5,41,993, the State media bulletin confirmed. The positivity count has consistently been below the 6,000-mark for some time now, providing some relief to authorities after the easing of a state-wide lockdown on August 31.

Will take BJP, allies to court over farm legislations: Amarinder Singh The CM vowed to fight till his last breath to protect the interests of the state's farmers, according to a statement.

Rajya Sabha ruckus ‘saddening, unfortunate, shameful’: Rajnath Singh Defence Minister Rajnath Singh on Sunday termed the behaviour of the opposition MPs in Rajya Sabha “saddening, unfortunate and shameful”. Briefing the press on farm bills and Rajya Sabha ruckus, Singh said he is hurt by the way the members of opposition parties flouted the Parliament decorum by tearing off the rule book and breaking microphones. Observing that attempts are being made to mislead the farmers on the farm bills on the basis of rumours, Singh said, “This is not the way a health democracy works.”

Congress to launch agitations against Modi government's new farm laws After Parliament passed the Bills, Rahul Gandhi tweeted from abroad: “Black laws passed by the Modi government will destroy the farm markets under the Agriculture Produce Marketing Act. How will the farmers get their MSP? Why don’t the bills guarantee MSP? The government is trying to enslave farmers to corporates and the country will not let this happen.”

Opposition parties move no-confidence motion against Rajya Sabha deputy chairman Harivansh We have no confidence in the Hon’ble deputy chairman and hereby move this motion for his removal. Till a decision on this Motion, the deputy chairperson, as per established convention and practice, cannot preside over the house,” read the resolution.

Mosque in Ayodhya may be square-shaped like Kaaba: Trust official Secretary and spokesperson of the Indo-Islamic Cultural Foundation (IICF) Athar Hussain told on Sunday, ""A mosque measuring 15,000 square feet will be built in Dhannipur village. It will be of the same size as that of the Babri mosque. The shape of the mosque may be completely different from that of other mosques.",https://economictimes.indiatimes.com
